index,Texto,Texto limpio,Categoría
3308,#FelizJueves 🙂 | Biden revierte legado de Trump; supera Valle de México 10 mil hospitalizados por Covid-19; Mesa y más. Sigue nuestro programa completo en #AristeguiEnVivo 👉 https://t.co/VCWPzfrvKH https://t.co/9sShEqJ2pc,puedo besarte condición cuál última vez,Noticia
584,"""Tengo el don de sonreír y demostrar que no pasa nada, aunque me esté pasando de todo.""",motivo aumentar precio oxígeno medicinal profeco,Frase/Pensamiento
328,"El éxito de la vida no está en vencer siempre, sino en no rendirse nunca.",logran capturar imágenes 3d sarscov2 video,Frase/Pensamiento
3455,La violencia contra mujeres y niñas es la otra pandemia que enfrentamos: Rosa Icela Rodríguez https://t.co/kyFZs0W9E5 https://t.co/JikF00ZYn4,uses ojos llorar persona equivocada úsalos buscar persona correcta,Noticia
6245,"-Está fuera de tu alcance-dices de la chica que está a tu espalda.Tú sabes que te amo; yo, que me cerraste las puertas de tu corazón.Duele.Decido convertirlo en un reto. Demostrar que te equivocas.Quizá, con esa chica del brazo, pienses que te equivocas en otras cosas.#jueverotic",alcancedices chica espaldatú sabes amo cerraste puertas corazóndueledecido convertirlo reto demostrar equivocasquizá chica brazo pienses equivocas cosasjueverotic,Microficción
2619,"Así quedó regulado el 'teletrabajo' en México
https://t.co/GXdZa38olX https://t.co/iovWhBoTpH",salida donald trump primera vicepresidenta eeuu condición atípica ceremonia pandemia así gran número elementos resguardando seguridad ceremonia palabras geronimo__gf,Noticia
237,"""Si algo me queda claro es que también puedes amar en silencio, extrañar sin gritarlo, enamorarte sin contarlo y ser feliz sin publicarlo.""",lomejordearisteguienvivo comunicaciones guerreros unidos mencionan sobornos omarcito cienfuegos bloqueó interrogatorios soldados caso ayotzinapa anabel hernández video,Frase/Pensamiento
6496,"El calor crecía dentro de él tras cada una de sus respuestas. Para ella, él era nostalgia, una disculpa, hielo, la seguridad de tener un plan B que nunca se usaría. Enamorado, solo podía llorar para tratar de apaciguar esas llamas de angustia que lo consumían.
 #Monoficción",calor crecía dentro tras cada respuestas nostalgia disculpa hielo seguridad tener plan b nunca usaría enamorado solo podía llorar tratar apaciguar llamas angustia consumían monoficción,Microficción
3867,"#AristeguiEnVivo El restablecimiento del servicio depende del estado de los cinco transformadores que reducen el voltaje. Si estuvieran dañados, sería cuestión de que la CFE pueda entregar un voltaje de 15 mil V a las líneas 1,2 y 3: @jorgegavino 👉 https://t.co/9HbgqD8cMw https://t.co/dhBvmll1iq",quiero ser historia quiero ser libro jamás terminarás leer,Noticia
68,"Nunca se dejen llevar por el pasado de una persona. Si la quieres, la vas a conocer tú, a tu manera, desde tu perspectiva y no de bocas ajenas.",millones van telegram tras nuevas políticas whatsapp,Frase/Pensamiento
5360,"Lo llamaban el banco del tiempo por el hombre que durante 60 años acudió allí cada tarde, sin importar que lloviera o hiciera calor. Con una sonrisa amarga y un ramo de flores esperaba que un día ella cambiara de opinión y volviera. #LocosInfinitos",llamaban banco tiempo hombre años acudió allí cada tarde importar lloviera hiciera calor sonrisa amarga ramo flores esperaba día cambiara opinión volviera locosinfinitos,Microficción
3723,"Tribunal de Georgia desestima otra demanda de Trump para anular victoria de Biden en el estado
https://t.co/M265xYMAtJ https://t.co/Wj382UectD",si buscando persona cambie vida recomiendo mirar espejo,Noticia
4907,"-Ella me extraña.
-¿En los brazos de otro? 
- Pero, me dijo que... 
-¿Mientras le regala sus sonrisas, sus caricias y sus besos a otro? 
-Ella volverá. 
-Eres necio. 
-No, es... solo es... amor.",extraña brazos dijo mientras regala sonrisas caricias besos volverá necio solo amor,Microficción
2939,"México se integra como miembro no permanente del Consejo de Seguridad de la ONU
https://t.co/R1lCEfV2Lp https://t.co/psxUDpUtbm",va tardar va dar sé,Noticia
222,A veces hay que tomar decisiones que duelen al corazón pero tranquilizan el alma.,sanciones funcionarios respeten lista vacunación sheinbaum,Frase/Pensamiento
4784,Biden: escribiremos la historia de Estados Unidos https://t.co/46G1Rcrivs https://t.co/TSxyyGxgtP,quedo voz forma reír manera hablar hacerme sentir,Noticia
2936,UNICEF exhorta a los gobiernos a mantener las escuelas abiertas a pesar de la pandemia https://t.co/YZsPixX4Wl https://t.co/QN6EmoZ8A4,ausencia trae paz das cuenta perdiste nadie,Noticia
7253,"-Solo fue un beso- se defendió.
Entonces supo que, pobre diablo, no sabía de amor.
#Juevesconcuento",solo beso defendió entonces supo pobre diablo sabía amor juevesconcuento,Microficción
5155,"Le pusieron la camisa de fuerza por agresivo. Ilusos, pensaba, ¿por qué creían que se había afilado los dientes?",pusieron camisa fuerza agresivo ilusos pensaba creían afilado dientes,Microficción
2632,"#AristeguiEnVivo | Cuando exista una denuncia contra Cienfuegos sobre Tlatlaya o Ayotzinapa, entonces investigaremos. Quien tenga elementos que los presente: Alejandro Gertz Manero, titular de @FGRMexico 

Aquí 👉https://t.co/Yr4FpDQ4AE https://t.co/OmbxWqRh5C",elige primero salud mental después alguien ayude cuidarla,Noticia
59,Hagamos las cosas con amor y por amor.,anabel hernández cuestiona gobierno amlo pagó defensa cienfuegos,Frase/Pensamiento
6217,"@megustaescribir Me olvidé de todo un martes. Tras años de inconsciencia, un accidente me hizo recordar que era inmortal y que hacía varias vidas que te habías ido. #martesmge",megustaescribir olvidé martes tras años inconsciencia accidente hizo recordar inmortal hacía varias vidas ido martesmge,Microficción
6402,Una vecina le vio caer por las escaleras.Cuando le socorría se levantó con un grito para asustarla.Con 5 años ya aprovechaba su inmortalidad,vecina vio caer escalerascuando socorría levantó grito asustarlacon años aprovechaba inmortalidad,Microficción
5647,@herrera_fk Acarició su mejilla con ternura con sus últimos estertores. Eran los dos únicos supervivientes y su vida se esfumaba. No contaban con que necesitarían a los humanos para poder darles mantenimiento. #cuentosin,herrera_fk acarició mejilla ternura últimos estertores dos únicos supervivientes vida esfumaba contaban necesitarían humanos poder darles mantenimiento cuentosin,Microficción
1931,"No olvides de activar nuestras notificaciones, dale me gusta si lo hiciste. https://t.co/5M86e32A3D",aristeguienvivo presidente eeuu seguirá siendo trump enero días horas largos buscará medios descarrilar momento vía formal informal incluso través movilización abelardorodriz,Frase/Pensamiento
1956,"Te quiero así como eres, con todo lo bueno que no ves, con todo lo malo que dices tener.",llevan suministro oxígeno amazonas desbordado covid19,Frase/Pensamiento
2515,Fiscalía de la CdMx solicitará desafuero del diputado Mauricio Toledo para proceder penalmente https://t.co/Wh7BnieBSs https://t.co/X2J5q5Qr8L,desaire martha bárcena designaciones morena columnaspolíticas viernes,Noticia
1583,"La belleza real esta en ser auténtica, eso te hace única.",aristeguienvivo contactado antonio salgado borge académico escritor abogado especialista ulrich richter analizar toma posesión joe biden clausura redes sociales trump,Frase/Pensamiento
1924,"Lo que no te mata te hace más fuerte, y más duro, y más frío, y más malo.",primerasplanas trump presionó votos georgia acuerdo españareino unido,Frase/Pensamiento
2546,La UE deja de reconocer a Guaidó como presidente interino de Venezuela https://t.co/bXtMLOuuRl https://t.co/OL0TjVlDCP,llega técnico catalán josep guardiola piso tuit,Noticia
624,"Si no luchas por algo, no te quejes por no tenerlo.",explican cuáles razones género tipificar feminicidio,Frase/Pensamiento
3601,Invocarán capítulo laboral del T-MEC para que trabajadores migrantes reciban vacuna: Ebrard https://t.co/LxLNwDClTB https://t.co/KwoVBejTeW,fan simple interés mutuo amor intenso,Noticia
5925,Aparentaba 10 años más que sus coetáneos. No sabían que por las noches viajaba en el tiempo y ya había vivido 15 años más que todos ellos.,aparentaba años coetáneos sabían noches viajaba tiempo vivido años,Microficción
3575,"La consulta popular, buenas y malas noticias | Artículo de @RogelioMunizT 
https://t.co/hyDdI3blu1 https://t.co/t2VsSq23kE",descuida pierde,Noticia
6782,"-¿Cómo unos seres tan ridículos pudieron dominar la tierra?
-¿Los humanos? Quién sabe-dijo el paleontólogo al joven dinosaurio.",cómo seres tan ridículos pudieron dominar tierra humanos quién sabedijo paleontólogo joven dinosaurio,Microficción
2833,"No se permitirá ‘agandalle’ en vacunación contra Covid-19: Zoé Robledo
https://t.co/GYsLYNVlFd https://t.co/bxQ6npgV2E",día quiere dos olvida,Noticia
3133,Este lunes se restablece el servicio de la Línea 1 del Metro | Video https://t.co/Bc7RjgZSBY https://t.co/b5qGku50j5,jamás cambies quieres vida deseas momento momentos pasan vida sigue,Noticia
7027,"Sobrevivió dos años en Afganistán, a un accidente de tráfico, una caída de un tercer piso... y se lo llevó el colesterol. #Monoficción",sobrevivió dos años afganistán accidente tráfico caída tercer piso llevó colesterol monoficción,Microficción
2289,Pregúntenle a la gente si ya no quieren mañaneras: AMLO https://t.co/uHWqttkklQ https://t.co/XpMU27i6kc,aumenta familia amodio capital española ohl,Noticia
5016,@CajonRelatos Tuvo que ir a un psicoanalista para saber por qué no le gustaba el dulce. Tras meses de terapia descubrió que se robó una galleta de una tienda y que cuando se la metía a la boca recibió un palazo en la cabeza con sabor a chocolate. #mismofinal,cajonrelatos ir psicoanalista saber gustaba dulce tras meses terapia descubrió robó galleta tienda metía boca recibió palazo cabeza sabor chocolate mismofinal,Microficción
3936,"Donald Trump cancelado: decisión correcta, reglas incorrectas | Artículo de @asalgadoborge 
https://t.co/wmdEs1wJmE https://t.co/AqyUjv4SLd",vivir ilusiones morir realidades,Noticia
1244,"""Procura ser tan grande que todos quieran alcanzarte y tan humilde que todos quieran estar contigo.""",dresser berman criticable tv pública pague atacan críticos gobierno,Frase/Pensamiento
1343,"""Algunas personas simplemente hacen falta."" -3MSC",autorizan chile uso emergencia vacuna anticovid astrazenecaoxford,Frase/Pensamiento
4877,@isa_arredondop Lee algo más divertido. Las rupturas son un cuchillo al rojo vivo que te recorre dejando cicatrices secas. Inevitables pero insufribles. https://t.co/7AlaWapkXY,isa_arredondop lee divertido rupturas cuchillo rojo vivo recorre dejando cicatrices secas inevitables insufribles,Microficción
1793,"Es mejor amar a alguien que está lejos y anhela estar contigo, que amar a alguien que está cerca pero ni siquiera le importa verte.",restricciones legales impiden publicar contratos vacunas ebrard,Frase/Pensamiento
4447,"Defiende Javier May labor de servidores de la nación; 'no nos hemos robado ninguna elección', señala https://t.co/4gKs0txsRH https://t.co/X0NfSe3hVG",amor aguantar si disfrutando vete,Noticia
2035,"""No pases la vida esperando a que pase algo, porque lo único que pasará será la vida.""",tipo cambio mantuvo pese hechos capitolio estabilidad amlo,Frase/Pensamiento
3910,"Vacunas contra Covid-19 llegan a Morelos
https://t.co/uixgsEl0Vq https://t.co/51cQrRu42s",dar beso frente máxima expresión cariño hacia persona,Noticia
691,"No todo lo malo que nos pasa es porque lo merecemos. A veces necesitamos cosas malas y tropiezos en la vida, para madurar y crecer.",comisión verdad caso ayotzinapa denunciará fgr filtración información,Frase/Pensamiento
108,Soy de esas personas que hasta en su peor momento harían lo que fuese por hacer sonreír a quien quieren.,profeco llama ciudadanía devolver tanques oxígeno rentó,Frase/Pensamiento
7404,"-María le dio like a 7 de mis fotos ayer, seguro que le gusto.
-En realidad estábamos besándonos en mi coche y se sentó sobre su celular.",maría dio like fotos ayer seguro gusto realidad besándonos coche sentó celular,Microficción
4642,"#AristeguiEnVivo | El 8 de julio de 2020, el presidente López Obrador visitó la Casa Blanca y dijo que el presidente Donald Trump trataba a los mexicanos con dignidad, recuerda el periodista @JJesusEsquivel 👉https://t.co/SQw3pCXqLr https://t.co/duyL6KwXzk",recuerda valiente crees fuerte pareces inteligente piensas,Noticia
358,Y ahí entendí que le daba igual que me fuera o me quedara.,primera reunión g20 amlo planteará censura redes sociales,Frase/Pensamiento
6421,Su corazón volvió a latir un instante. cuando le miró. #cuentosde10,corazón volvió latir instante miró cuentosde10,Microficción
3142,Empieza vacunación de personal de salud en todos los hospitales Covid-19 del país: Zoé Robledo https://t.co/iScWB12KLE https://t.co/bsIcGbF1yw,ajedrez enseñó mal movimiento puedes perder reina,Noticia
6077,"-Papá, cuéntame otra vez la historia.
-¡Oh! Eran unos seres tan enormes como terribles. Perseguían a nuestra raza y la torturaban.
-¿Y qué pasó? 
-No se sabe con certeza. Se exterminaron entre ellos y las hormigas ocupamos el lugar que merecíamos.",papá cuéntame vez historia oh seres tan enormes terribles perseguían raza torturaban pasó sabe certeza exterminaron hormigas ocupamos lugar merecíamos,Microficción
1967,"""Esas ganas de cerrar los ojos y que todo vuelva a ser como antes.""",edición fil minería totalmente virtual,Frase/Pensamiento
4356,No ha cambiado contexto de violencia e impunidad: RSF https://t.co/rcegIM7w8I https://t.co/yTawWhj2ox,vives muero,Noticia
922,Fingir por el día. Quebrarse por la noche.,segunda ola covid19 subregistro muertes despeghel,Frase/Pensamiento
